,player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
744,00-0035572,P.Hesse,Parker Hesse,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hg0zmjun7lawoofz7hr5",ATL,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,5.0,0,0.0,0.0,4.0,1.0,1.0,1.626213,0,1.25,0.04,0.01980198,0.07386138,0.0,0.5,1.5
745,00-0035572,P.Hesse,Parker Hesse,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hg0zmjun7lawoofz7hr5",ATL,2022,4,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,22.0,0,0.0,0.0,17.0,5.0,1.0,2.3536317,0,1.2941177,0.055555556,0.07083333,0.13291667,0.0,2.2,3.2
746,00-0035593,J.Winfree,Juwann Winfree,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fty9irxwcqq7malchotw",GB,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,17.0,0,0.0,0.0,12.0,5.0,1.0,2.003939,0,1.4166666,0.028571429,0.057142857,0.08285714,0.0,1.7,2.7
747,00-0035593,J.Winfree,Juwann Winfree,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fty9irxwcqq7malchotw",GB,2022,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,2,0.0,0,0.0,0.0,39.0,0.0,0.0,-2.275183,0,0.0,0.05882353,0.22033899,0.24247259,0.0,0.0,0.0
748,00-0035594,T.Homer,Travis Homer,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kiynmphzirzitoip2qvo",SEA,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,2.0,0,0.0,0.0,0.0,-0.2782831,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.2,0.2
749,00-0035594,T.Homer,Travis Homer,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kiynmphzirzitoip2qvo",SEA,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,2,9.0,0,0.0,0.0,2.0,0.0047335397,0,4,4,33.0,0,0.0,0.0,-5.0,38.0,2.0,-0.29923102,0,-6.6,0.13333334,-0.029411765,0.17941177,0.0,4.2,8.2
750,00-0035594,T.Homer,Travis Homer,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kiynmphzirzitoip2qvo",SEA,2022,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,7.0,0,0.0,0.0,0.0,0.29960665,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.7,0.7
751,00-0035603,K.Blanton,Kendall Blanton,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k1xmubybjdkadx2kos8c",LA,2022,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,28.0,0,0.0,0.0,6.0,22.0,1.0,1.8326966,0,4.6666665,0.04,0.027272727,0.07909091,0.0,2.8,3.8
752,00-0035603,K.Blanton,Kendall Blanton,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k1xmubybjdkadx2kos8c",LA,2022,4,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,7.0,0,0.0,0.0,6.0,1.0,0.0,0.112832196,0,1.1666666,0.020833334,0.024590164,0.048463114,0.0,0.7,1.7
753,00-0035631,D.Sample,Drew Sample,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ntw6twdepdhx64hpkph1",CIN,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,2.0,0,0.0,0.0,2.0,0.0,0.0,-1.5308197,0,1.0,0.018867925,0.005602241,0.032223456,0.0,0.2,1.2
754,00-0035631,D.Sample,Drew Sample,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ntw6twdepdhx64hpkph1",CIN,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,-4.0,0,0.0,0.0,-4.0,0.0,0.0,-1.4851447,0,0.0,0.028571429,-0.020725388,0.028349372,0.0,-0.4,0.6
